	Loss	BLEU	ROUGE	F1	num_names
0	0.008562599182128906	0.00045542261675028976	0.007541855631396352	0.0008282295509661711	7773
1	4.640191346649688	0.24597967322783995	0.14287318551903794	0.17348044854581102	2
2	4.398297449264585	0.189309147047472	0.09823175688068479	0.12397101190429821	8
3	4.216494434693296	0.1464899867061202	0.10185053359439403	0.11404925558927104	13
4	4.357273484373902	0.22297268321969213	0.13030633851745713	0.15759141169961444	12
5	4.190675848500622	0.22182554998070242	0.12219178921047041	0.14954593965375662	18
6	4.171920580728379	0.2996128233874277	0.2785023342692403	0.2746528582752132	60
7	4.078777012012471	0.3119945109138473	0.20791320277521816	0.23522688122771437	57
8	4.033522203349079	0.28920622668210594	0.1640708602999544	0.1981765467863099	54
9	4.07884073764163	0.4134520162147745	0.9360107945752745	0.4730908411260276	317
10	3.9178140210710533	0.36413548133089807	0.26069837903371623	0.28020159777987674	161
11	3.9640901425226955	0.3463955489264366	0.28452501222183785	0.2854545222374129	198
12	3.818005593936942	0.3673443957964318	0.2638938380442287	0.2864193057430623	248
13	3.8319081989967256	0.3951203307797775	0.2834262936068419	0.30969470333501986	306
14	3.81644189693889	0.4093798659753758	0.30711946633627046	0.32945142367042685	324
15	3.734233076521645	0.40122883963100003	0.2394680843855943	0.28370931368521113	282
16	3.810618378891158	0.37630171799411516	0.26113449932117794	0.289975862181958	569
17	3.6469459333224328	0.3850282940913404	0.25175763314941485	0.2888236856597959	386
18	3.592211342959552	0.44717570963526765	0.39352987868453837	0.39692907911787806	712
19	3.5668210484297007	0.44388250227694476	0.3370802836499105	0.3517933339021332	673
20	3.5270105245685173	0.44965937024550484	0.37342978553076944	0.38606370087457165	994
21	3.402403485962569	0.45730831849649634	0.3803705978275485	0.39122485563420323	936
22	3.543868911110428	0.4478521918394909	0.4476077311884214	0.4103613309228913	1219
23	3.513900342851907	0.43792595971291465	0.30849842624680734	0.344214416958025	966
24	3.365148679170362	0.492166297693406	0.5063920986624305	0.4571151469032721	1504
25	3.3664130959716885	0.4651536463454081	0.33914416524534835	0.3736653754805901	973
26	3.2263739653832215	0.4488273030989824	0.3682294178059847	0.3704007256463296	1428
27	3.359653023300867	0.48742793578764254	0.3561208235361789	0.38921945404971375	1182
28	3.327986907925441	0.4695709535002434	0.3674314751384873	0.3792272306103571	1222
29	3.177363889700952	0.4893918598508955	0.4134199878097374	0.4258619982455949	1549
30	3.1957384276860488	0.48674122533437825	0.3848163666291924	0.4074549923577374	1637
31	3.2126567736846012	0.47440934234948146	0.35856585381611183	0.3898344667075629	1456
32	3.1833654099076236	0.4947130018108182	0.4202525738830639	0.4350592338993611	2026
33	3.2717613760734734	0.5125857553684623	0.39531957932318723	0.42351118523059017	1489
34	3.0815717558441	0.5024534560669254	0.41735768774970555	0.43603931419115416	1983
35	3.125801114704805	0.5093990907672887	0.44462241693102644	0.4480727253524961	2068
36	3.154769887274437	0.5095011767068554	0.4141396579228913	0.43449247933750884	1881
37	3.0693305359219067	0.5638112788738944	0.9956037680434376	0.5956806103274362	2545
38	3.0540485632816603	0.521045722970656	0.4157009489965851	0.43792548659736324	2163
39	3.1328873858007764	0.5191124537226426	0.45991533046901795	0.46622548436632405	2460
40	3.1245865231162244	0.5186569465256825	0.40961169553098453	0.43750711578311313	2019
41	2.992877582975854	0.5378436653540516	0.4157605862463969	0.44613304178392377	1964
42	2.9131597658947603	0.545476633632833	0.4986032030339093	0.4901152081684564	2424
43	2.975691457173839	0.5385273402641209	0.3923682187907838	0.43128334259758333	1764
44	2.9268603593081806	0.5221648164195323	0.40208191292275813	0.43040333661357905	2055
45	2.9180312306951524	0.5268986071922356	0.4485760822554034	0.4613843784301897	2555
46	2.887240512169853	0.5362504061660645	0.48880773910554826	0.48414984278589634	2708
47	2.912742033822508	0.5224240565259083	0.4054042028218902	0.436192978087115	2294
